comname,season,n,slope_y,slope_p_y,slope_x,slope_p_x,slope_depth,slope_p_depth
atlantic torpedo,SPRING,35,-2589.44340631029,0.152292313508633,-4022.50660900767,0.0347314970802029,-1.39846637484966,0.0330947368896306
atlantic torpedo,FALL,40,-818.934472019285,0.775128075433136,-849.523712956813,0.717758421639471,1.16183589743589,0.087463003843009
banded drum,SPRING,26,1508.51523510081,0.0082250871497831,2492.23535921156,0.0026383095444604,0.434887480835212,0.0141085821725338
banded drum,FALL,45,3652.55250129882,5.47003965080646e-05,2683.34120983895,0.00174110168302254,0.26013578347019,6.94547374157172e-05
banded rudderfish,FALL,42,7359.98918868368,0.00108351313978989,4330.6544108228,0.0140838009181337,0.218104718968287,0.46301146595421
bank cusk-eel,SPRING,21,862.552373943823,0.764712568078294,2615.10574830017,0.0206648973040824,0.899662233113441,0.00764939963923787
bank cusk-eel,FALL,24,1347.06386798548,0.225054444328686,2799.06860695101,0.000536543559907276,1.65075230368123,9.04762123615106e-06
bank sea bass,SPRING,14,2899.57143078529,0.0014956590937392,4295.628986539,0.00062602282656621,0.933458715137051,0.0313714115281475
bank sea bass,FALL,27,8679.83308784456,0.0144557801728975,8044.67976316433,0.00384734602232803,0.973726971030593,0.037121452036799
barndoor skate,SPRING,46,-1970.04485323292,0.00132417698674807,-2268.34074194274,0.0200935327488528,1.4674158644948,0.00279166323091019
barndoor skate,FALL,46,-1530.16264201541,0.000818144298045482,-1856.988246291,0.00279828625906412,-0.361373240406096,0.105741899175359
bathyal swimming crab,SPRING,22,2588.75871320229,0.34227250746264,2018.76006745267,0.373274020361219,1.00860697569924,0.419202095783262
bathyal swimming crab,FALL,28,373.547006237393,0.899145782662621,411.468485786666,0.884296689368591,0.0551259045964967,0.948253081993285
bay anchovy,SPRING,45,329.723042374691,0.771400864379371,425.792917257248,0.408775387329709,0.164260515387096,0.00494517707499209
bay anchovy,FALL,48,2107.87425930089,0.186215332086846,1569.69251539149,0.226516570978739,0.155299424118022,0.026247662322558
beardfish,SPRING,43,-91.8708137077755,0.95668400336469,868.62954687529,0.582184923370632,-0.0432413588242086,0.93123237900861
beardfish,FALL,40,2053.22122680348,0.342434160964365,3126.76349985647,0.108152722212748,0.346830599578533,0.580706041610791
beardless codling,SPRING,14,-4452.74272343864,0.224943879340446,-2881.11540062434,0.277293654748081,-0.578768854997666,0.681520741099649
beardless codling,FALL,15,-552.21620145579,0.824412424702117,1495.24457725519,0.444550274948821,-1.27787313432834,0.385703370073806
bigeye,SPRING,16,4907.09313124359,0.232495764336321,3331.86605816156,0.220175395941243,0.853021823402231,0.481491106558842
bigeye,FALL,39,5450.94383031108,0.131181387843365,4766.09697217892,0.0830553105228537,0.667739538868101,0.0898454151740812
bigeye scad,FALL,48,-544.444158968953,0.74514264336262,473.640806074712,0.673015083956425,0.125657099474083,0.231984377097551
bighead searobin,SPRING,12,4865.45393039085,0.0198149735031225,5342.81457778058,0.00137273620538159,0.349825442063157,0.0472071343405129
bighead searobin,FALL,19,4155.66780719409,0.17093260195534,4122.74405077472,0.0295277730016132,0.473614868357922,0.0201124210225677
black dogfish,SPRING,15,2625.46010236898,0.297956845972816,1400.90874638469,0.220655620130159,2.06652461810792,0.241874662378261
black dogfish,FALL,13,-2410.78516695675,0.383334917485588,-2389.78093677572,0.302463652234094,1.86892543464778,0.331595652175929
black drum,FALL,16,3931.35701763574,0.0945731217425826,928.230744694564,0.0659578513095742,0.452291500168792,0.364926006725609
black sea bass,SPRING,52,6519.26050313905,8.67723648314222e-15,3852.94065435047,1.33760126607715e-12,-0.134868913517808,0.558333055430377
black sea bass,FALL,53,6668.04664767626,3.19795283243488e-07,3689.80867917878,8.65490163840331e-05,-0.0512334866754109,0.43506832464038
blackbelly rosefish,SPRING,52,4364.58028677586,4.20340834063747e-05,4941.31095230604,1.76769470160515e-05,-0.332251941845616,0.108443672279612
blackbelly rosefish,FALL,53,4311.0515753703,1.03836868116745e-05,5371.77951277528,2.98916764190337e-06,0.328094263169325,0.19249202729361
blackcheek tonguefish,SPRING,25,4256.18351866912,0.0435670955867488,2165.24870070597,0.123776301238727,0.196918192674595,0.450504729847985
blackcheek tonguefish,FALL,29,6660.78223473466,0.0259676058889684,4868.99818861973,0.0700962074443445,0.384521876346754,0.770140778574242
blackfin goosefish,SPRING,13,14554.8693562176,0.0139110828994078,8381.9138950232,0.0780664062868721,0.327005665857251,0.853263408054447
blackfin goosefish,FALL,12,8304.45081859829,0.0841765313587765,6035.51185196597,0.0132782461416479,2.84256057047837,0.281248562793697
blackmouth bass,SPRING,21,8341.41414356699,0.0858806377061944,4775.68768927429,0.184229898013968,-2.57242205256934,0.104434643815345
blackmouth bass,FALL,32,6236.77652015573,0.031667029683762,6304.56201961412,0.00467413568781675,-1.10601107398878,0.222160308831511
blackmouthed alfonsin,FALL,14,4936.37572418657,0.250015123980588,1456.94751130666,0.529960365507482,-2.44068141762741,0.0998591522360485
blotched cusk-eel,SPRING,16,6433.58244911499,0.0063170031116456,3541.6588763313,0.0131668338770599,0.476656630259765,0.0307158529988005
blotched cusk-eel,FALL,25,5293.70788512159,0.0321086875922346,3770.83184200226,0.00485178706735226,0.430554826143734,0.00959378543019108
blotched swimming crab,FALL,21,3591.07357596291,0.0553702929420652,1699.97687418085,0.00764112181021121,-0.339231533010144,0.33850715026666
blue crab,SPRING,24,3769.71002570222,0.211031250775149,2138.32139973371,0.070070256759396,0.354026019690577,0.000630572975652717
blue crab,FALL,44,109.867145685966,0.920845138322783,-418.425693551551,0.337220971720959,0.175009889016726,3.90264429499825e-05
blue runner,FALL,48,896.968755221161,0.526107188721364,1163.5853944478,0.249383876535861,-0.497550303755028,0.392385975555823
blueback herring,SPRING,52,4528.20875872371,0.000865618479145739,3865.0550872145,0.000178135186358473,0.567852235527394,0.00297373993005202
blueback herring,FALL,52,6468.09618201299,0.00251872561709697,2488.11502943272,0.100085285279844,-0.217919262038122,0.388076993813128
bluefish,SPRING,45,2630.46425408476,0.00418173217280953,2647.88738519424,0.000111185578462417,1.53418981104362,0.00563063894743067
bluefish,FALL,52,4015.02584045676,0.00180924548752923,1757.42372827898,0.0805504845188071,0.0183545612635717,0.810494994756146
blueline tilefish,FALL,11,7226.48381576232,0.120524565145819,4498.59722228157,0.186858310814533,-1.03632653061223,0.352894793123407
bluespotted cornetfish,FALL,20,-1452.11207009882,0.703910561651408,-1612.99395993838,0.436872605588787,-0.267298145032294,0.194904836941428
bluntnose stingray,SPRING,29,1453.78606686912,0.0193696894124454,2002.87607983366,0.00201974711156554,-0.0585192829911782,0.838710689007318
bluntnose stingray,FALL,49,3140.87544699561,0.000321437263394393,1688.71708620392,0.00264634811580032,0.141613373755899,0.00183394612229912
boa dragonfish,SPRING,12,14265.945786855,0.0783651701260435,13230.0851479769,0.108573004139274,3.61369112814904,0.0887845003945576
boa dragonfish,FALL,24,1435.5374321656,0.578710677334901,3013.87751510106,0.324414563158561,1.06815399545181,0.410982305832648
brown rock shrimp,SPRING,22,4929.26558639748,0.151847841879421,3610.62570076289,0.0668847612612137,0.218117741994376,0.747664385722362
brown rock shrimp,FALL,33,4348.98751959176,0.000988094771039415,3437.90105542997,0.000122809853255925,0.00640184600650862,0.989747350727827
buckler dory,SPRING,46,4389.51691746077,0.00429708864553113,4033.53982575968,0.00821356117876435,0.399382657142134,0.235893019031366
buckler dory,FALL,51,2928.5950966884,0.00285181212989816,3048.45960976094,0.00172204263756003,0.404331638837049,0.158802479855977
bulleye,FALL,16,-8672.7511654099,0.233459975096823,189.997459578682,0.976817181675729,1.48782746160795,0.280880546441894
bullnose ray,SPRING,31,2319.94773645748,0.0117188441163019,2805.2521693395,0.0154851462694446,0.469060916468105,0.0104829941149293
bullnose ray,FALL,48,4105.18665173103,2.45018063635132e-05,2096.86218622865,0.00380520311827861,0.12089651772581,0.00474522999723018
butterfish,SPRING,52,2450.19530248574,0.0376059512687994,2291.54575205082,0.0250268724238508,0.211575768423529,0.502576778631048
butterfish,FALL,53,2906.97822326474,0.00391057279276181,2501.64100092502,0.000740451182619778,0.0513712269084579,0.820252351157586
carolina hake,SPRING,11,3634.99540810667,0.0154451410974342,6966.67509658317,0.00496883177767458,2.84701181954378,0.0119696247548675
carolina hake,FALL,11,5765.40880942253,0.35598796712603,5723.3885869499,0.250403988572821,3.16762915373326,0.093116972720873
chain dogfish,SPRING,52,1305.94957785336,0.122913719743698,1120.74009157986,0.0620846415006355,0.355681697486056,0.400547132748967
chain dogfish,FALL,50,1418.18445310319,0.179187084772644,1485.99114349978,0.12899672298077,-0.079998515534582,0.807121068542847
chub mackerel,SPRING,15,3296.26000332354,0.0923606708079517,3296.53583198614,0.0172376649779214,2.19103528801245,0.0953948913500547
chub mackerel,FALL,41,3592.69939367308,0.0668377927069972,2370.57590459444,0.0673035686359055,0.162242094435008,0.736536783758563
clearnose skate,SPRING,48,-255.85289622042,0.780846690200232,-511.160234294487,0.412908915428837,-0.140730104106953,0.589003027214848
clearnose skate,FALL,52,3031.11790919214,3.86773582059597e-07,1209.44446450344,0.000268831392406524,-0.131922210591618,0.322786018838144
coarsehand lady crab,SPRING,34,3534.16277264148,0.00689766407477065,814.202851023599,0.129814445287423,-0.481007872137881,0.0753850248270874
coarsehand lady crab,FALL,44,-959.64635264536,0.203689443731318,67.9112968802356,0.856563388862834,-0.103666598043781,0.600739971224709
cobia,SPRING,19,3704.25151429881,0.000853529479262989,3023.54124513968,0.00191629044757456,-0.532180092369147,0.032554814471082
cobia,FALL,38,5182.813821188,0.00116679261626016,2946.63241437413,0.000737768723117128,0.191934391380352,0.0578261282975141
common octopus,FALL,13,-22464.8216242634,0.106724732234347,-12517.7907627737,0.270878574806999,-2.77383227771828,0.228540248554419
conejo,FALL,19,1475.88756528558,0.53281518206574,2836.86246403116,0.181200049243822,0.794838551264737,0.531595305093116
conger eel,SPRING,41,-1535.84373162159,0.305455942502943,-828.94853086372,0.545382865808238,1.4336189002548,0.00365491440130918
conger eel,FALL,47,2563.47855919757,0.0507894039250254,1710.60825969442,0.156579670399185,0.379772088284787,0.388687855866447
cownose ray,FALL,40,2999.88075662015,0.00329376119039061,1091.25267243221,0.0103529205850282,0.150146809158116,0.0318698976195959
crevalle jack,FALL,30,12734.9772737346,0.000144561187602358,5830.1546954268,0.000211394163343289,0.05893175145583,0.132105471338404
cubbyu,SPRING,12,2741.42423624511,0.495769462253863,4428.33949008055,0.106203298513353,0.827223738507874,0.503203203059014
cubbyu,FALL,16,2244.85729240621,0.123119666763686,4397.66110107191,0.00519763958653946,1.14977877008038,0.00128491881902669
cunner,SPRING,52,3796.88283799553,3.08722436018292e-09,83.9504897461383,0.941615752786424,0.00935548443971643,0.934441288657738
cunner,FALL,53,2329.07438864281,1.48658010030199e-08,-635.416844280354,0.336240684068719,-0.1492346236757,0.198330603891917
cusk,SPRING,52,-1042.95370571318,6.0391532210547e-06,474.429994314251,0.181439628020038,0.301682125349243,0.0200680997749799
cusk,FALL,53,-392.907947794413,0.0573374648720417,267.296314369061,0.416401231613414,0.382257674607515,0.0486953564904318
deepbody boarfish,SPRING,39,9682.35686178038,3.15630953089313e-05,6749.43871437827,0.000257574259868053,-0.317067053140498,0.339425804558815
deepbody boarfish,FALL,39,1918.39269918477,0.393150573954586,1503.79742715522,0.426344960223296,-0.478387898740069,0.0740702226490274
deepwater flounder,SPRING,28,874.080080313675,0.676376514303617,294.745635846379,0.895817748357987,-0.408012651039254,0.536506955884931
deepwater flounder,FALL,26,5484.63409184291,0.0773883010073213,3566.43513425873,0.142276958515598,0.399004863174355,0.730708231989986
dotterel filefish,FALL,19,-2366.28036676955,0.43617089243012,540.780657058459,0.67392258643223,0.501855478905953,0.0527419579059259
dusky shark,SPRING,18,-1262.51022702411,0.197714772982826,258.744366604538,0.769132504853065,0.359837709357423,0.766456631880906
dusky shark,FALL,22,3833.53770333132,0.119391419215609,954.235215776123,0.193530330823145,0.118752256464065,0.748498344563788
dwarf goatfish,FALL,27,5559.41447918925,0.0891009742492996,1635.83194453306,0.151514975941996,-0.0702452921182755,0.777888296477862
fawn cusk-eel,SPRING,52,796.883673840304,0.190944811775169,1215.84550389529,0.112954403690537,0.00476388299163084,0.986253440326017
fawn cusk-eel,FALL,53,615.372483487888,0.241385122803234,1360.48124449483,0.0774185175912003,0.342344531765258,0.0762839673534695
florida pompano,FALL,20,5158.88097813758,0.00711896301141815,3613.14999286584,0.000762374865598838,0.154858628027282,0.0154870534477666
flying gurnard,FALL,20,5273.65705216374,0.284448157130227,4833.2897729082,0.258753250922314,0.420883522833868,0.263505733259181
fourbeard rockling,SPRING,52,2905.80877603686,0.000677958551978158,2445.95060408708,0.000141628535266192,0.353694418191939,0.28802410701298
fourbeard rockling,FALL,53,1423.60372253737,6.24916095209224e-05,1382.25260651524,1.76048405098084e-05,1.00131083188099,5.18583824716051e-06
fourspot flounder,SPRING,52,177.110738087067,0.513141595228142,1420.65784265011,0.00133622317371893,0.647011491356017,2.38808988256044e-05
fourspot flounder,FALL,53,1112.16512114574,0.0044161488216033,2481.24685081386,8.63577901654203e-07,0.582506255351864,3.75571565080974e-08
gag,FALL,12,9436.97787192275,0.0348308306677284,5428.64092543282,0.00617609644980676,0.0399836550087316,0.812903215399639
gladiator box crab,SPRING,16,-3678.53692466959,0.00219998202267507,-3386.96424320811,0.0862602271648364,1.16642156862745,0.322598106749643
gladiator box crab,FALL,19,524.695554768923,0.927557389324701,872.810933598786,0.822066367582997,2.6223957528236,0.0302546246945324
goosefish,SPRING,52,2902.3333163928,0.000145248498316052,1864.03883654413,0.00233798383242648,0.740992258915561,0.00398466283376159
goosefish,FALL,53,2727.69998304087,2.73691584206056e-05,1501.98137174152,0.00490155921171887,0.487679482951893,0.00380426190270379
gray triggerfish,SPRING,20,2536.13449057149,0.0021253140186274,1874.87899589052,0.0127798494148194,-0.420486330422719,0.140125022579288
gray triggerfish,FALL,47,3503.55015017904,0.12361941867889,2964.67164263799,0.0566863664306948,0.254875065050299,0.546637404141548
greater amberjack,FALL,27,2599.39761047431,0.409435378940352,2793.93513284523,0.088279088942678,0.331950341782092,0.366706020555953
grubby,SPRING,38,81.2177719193459,0.918223853873875,-973.538721846573,0.492547372190551,-0.1393294785222,0.529547546930894
grubby,FALL,38,1663.99571563217,0.102080698752919,2418.22161779217,0.189237799801122,0.279835150278903,0.405932786771384
guaguanche,FALL,11,5336.56703183207,0.265059777613888,7770.86166082324,0.0600485130813057,0.317395128539881,0.00130272523920004
gulf stream flounder,SPRING,52,357.131484224577,0.561410539453488,-341.176407999653,0.65319944758741,-0.0599716395564115,0.759469224629848
gulf stream flounder,FALL,53,1032.49462873375,0.0750439390438278,343.305393618646,0.646519332893596,-0.244048508360287,0.274264391994043
haddock,SPRING,52,-1948.49719134004,2.67965461186187e-06,-2293.7201174841,4.64149899540415e-07,-0.353819402480657,0.00252125388550656
haddock,FALL,53,-2302.34352534563,8.39626206832359e-05,-2155.80740592212,0.00349656034869619,0.254532603081978,0.110578430111802
harvestfish,SPRING,13,399.033688728153,0.800810995621507,2459.61817249541,0.191022808333904,0.285814734495394,0.000127155591447716
harvestfish,FALL,44,1767.52536061309,0.0794240187910001,2535.90450412902,0.00127104141046968,0.306834871722922,1.55809348095818e-07
hickory shad,SPRING,11,-3516.66694163891,0.602788690649374,-5271.8083218879,0.258725255068341,-1.35257150486178,0.0660293790830646
hickory shad,FALL,12,7404.28834554757,0.445531046067531,1616.32718718604,0.807445078220907,-2.4058210576549,0.0758799173642517
hogchoker,SPRING,25,2372.8612096536,0.21884733897737,383.17233685719,0.549174848035237,0.0756061993010667,0.112053781410671
hogchoker,FALL,37,1418.89169055296,0.0488042726162803,670.399550340035,0.0640930205430915,0.151372708412566,0.00513963087967987
horseshoe crab,SPRING,44,-1039.37789256876,0.241246051493104,103.0316974956,0.627278597659479,0.600413507371232,0.0100585466452696
horseshoe crab,FALL,45,870.229167189701,0.210378392339541,343.198267038521,0.0459986856704923,0.299545022310264,0.0210113871330554
inshore lizardfish,SPRING,35,4589.73324375818,0.00746723288514631,3493.01641821421,0.00104743986165476,0.422688386943405,0.0371503196848092
inshore lizardfish,FALL,47,2198.21378890332,0.0967619307258372,2496.43926509072,0.00113887120369476,0.0459107904057462,0.658568900165115
jonah crab,SPRING,49,6094.29840402832,7.16760562111402e-09,2708.10615209912,0.00526182265734803,-0.751938386929862,0.158502813162337
jonah crab,FALL,49,3983.21541663649,8.20528460627069e-05,2902.72039165501,0.00234013876773625,0.0789838164423716,0.85409161306812
king mackerel,FALL,31,5311.22559080602,0.0056753375927565,4517.81283480915,0.00159092091261376,0.15730182486386,0.0122798499248954
lady crab,SPRING,37,507.206271170904,0.770772980657144,762.018850871464,0.53166103750999,0.0644564533772716,0.635643415209213
lady crab,FALL,47,5110.22319058948,1.98439865462279e-05,9758.70036166289,1.77991274044326e-10,0.488721861605467,9.54782886547619e-07
lancer stargazer,SPRING,13,2630.90278952459,0.0970250163850501,3287.16485381057,0.00905307768146805,1.93944445446319,0.0470798704686607
lancer stargazer,FALL,23,4105.21299848297,0.0194475157546066,4767.56747061492,0.00121379744687738,0.536421602225218,0.426390301118769
leopard searobin,SPRING,15,2071.73127958087,0.0904165360232765,2716.01771719651,0.039461202655803,0.394646590206842,0.00135686240044581
leopard searobin,FALL,20,3008.79742083612,0.228587669424469,3522.39445318609,0.0282282841394107,0.312698549719683,0.000603609964036068
lined seahorse,SPRING,23,-4585.00232506797,0.3079202476752,-3823.7554497963,0.163613618898807,-2.33485017444447,0.126321421290784
lined seahorse,FALL,13,-1795.61527856927,0.761817952064356,-453.770773776509,0.870047552939064,-1.48527520161292,0.38693743784746
little skate,SPRING,52,-745.017858734431,0.0034936984949493,-1980.44087834804,0.00837541763183422,-0.189776874568164,0.119746393851745
little skate,FALL,53,-510.039434671302,0.0162098396409957,-1469.18570284501,0.0227961013480778,-0.0627082107409115,0.411089603071027
loggerhead seaturtle,SPRING,12,2476.11679624763,0.0148105949708694,2294.8081348206,0.00285598024952686,0.0668988436674958,0.743164014884667
loggerhead seaturtle,FALL,30,3743.0104112251,0.0495982090682689,2024.12577463757,0.0157290459348793,0.625873579357294,0.000484868337318988
longfin hake,SPRING,52,3515.68853079921,0.0027447376610267,2211.78508859697,0.134080023312861,0.337794848588797,0.415556924477296
longfin hake,FALL,52,-598.861022460741,0.503616316329354,-1372.44188145283,0.265578525522322,0.552588918885752,0.103339933860062
longfin squid,SPRING,52,215.901684980133,0.808695463596416,299.930452307792,0.678362267434696,-0.157387673677379,0.408735562991876
longfin squid,FALL,53,3055.23752677779,3.12459234213612e-05,3362.80902008201,4.07908036137618e-06,0.0939890596920372,0.476719686358153
longhorn sculpin,SPRING,52,1681.91830597941,1.62431974752131e-11,-2013.49695001409,0.000250534231821703,-0.34684808829277,0.000547544604364339
longhorn sculpin,FALL,53,1710.82650609559,1.87335402700734e-10,-1850.0951846115,9.54730931619516e-05,-0.164250103519611,0.0260143872335662
longnose batfish,SPRING,19,-13040.1875387163,0.00287471602401734,-10600.5539807155,0.00849113096850446,-3.01869565163913,0.0313686646078323
longnose batfish,FALL,20,-2144.27550513321,0.354280175157832,412.062857570772,0.794223300944527,-1.21077383939208,0.120019061449867
longnose greeneye,SPRING,31,-135.388587922621,0.961459825048445,251.620910577074,0.930924348786071,0.935597767557088,0.274116807459619
longnose greeneye,FALL,32,1061.45140680247,0.656764293211099,2596.8200047154,0.28288451244392,0.000585317192777318,0.999459307085386
longspine scorpionfish,SPRING,14,-3993.85296012244,0.308976463620415,-3205.44376111235,0.216230914225308,0.339336991606629,0.808823466148591
longspine scorpionfish,FALL,16,-52.1708784556672,0.991701984495377,-289.393382209399,0.917713112384861,0.297363810299543,0.752632834999711
longspine snipefish,SPRING,36,1873.89358718079,0.269958064987249,1418.86265524197,0.251054458678255,0.0264972399838388,0.954430607449067
longspine snipefish,FALL,37,-2634.87656687681,0.110443493239735,-2492.0593780679,0.0629608549977338,-0.366588460549441,0.430987194033913
lookdown,FALL,39,1433.5202201093,0.584169754763761,1769.55437118594,0.332366576555444,-0.0964149496172347,0.818933100337779
lumpfish,SPRING,50,1319.04034393065,0.050261336530753,-2378.64946477864,0.00123159657982273,0.456263164048046,0.0943457471203558
lumpfish,FALL,49,-19.9157616059533,0.968256153094137,-2562.10079422108,0.000319213098412305,0.391766054425014,0.154926204164755
